judet,localitate,strada,zip
Bucureşti,Bucureşti,Alee Scolarilor,031818
Bucureşti,Bucureşti,"Alee Buteica Marius Emanoil, erou",031821
Bucureşti,Bucureşti,"Alee Buteica Marius Emanoil, erou",031822
Bucureşti,Bucureşti,"Alee Buteica Marius Emanoil, erou",031823
Bucureşti,Bucureşti,Alee Ciungan Florin,031824
Bucureşti,Bucureşti,Alee Ciungan Florin,031825
Bucureşti,Bucureşti,Alee Ciungan Florin,031826
Bucureşti,Bucureşti,Stradă Racari,031827
Bucureşti,Bucureşti,Stradă Racari,031828
Bucureşti,Bucureşti,Stradă Cristea Adrian,031831
Bucureşti,Bucureşti,Stradă Cristea Adrian,031832
Bucureşti,Bucureşti,Stradă Cristea Adrian,031833
Bucureşti,Bucureşti,Stradă Cristea Adrian,031834
Bucureşti,Bucureşti,Stradă Cristea Adrian,031835
Bucureşti,Bucureşti,Stradă Cristea Adrian,031836
Bucureşti,Bucureşti,Stradă Cristea Adrian,031837
Bucureşti,Bucureşti,"Alee Cârstea Adrian, slt.",031838
Bucureşti,Bucureşti,"Alee Cârstea Adrian, slt.",031839
Bucureşti,Bucureşti,Stradă Crivatului,031841
Bucureşti,Bucureşti,Stradă Muresana,031842
Bucureşti,Bucureşti,Stradă Muresana,031843
Bucureşti,Bucureşti,Stradă Alunelului,031844
Bucureşti,Bucureşti,Stradă Jieneasca,031845
Bucureşti,Bucureşti,Stradă Jocului,031846
Bucureşti,Bucureşti,Stradă Calusarilor,031847
Bucureşti,Bucureşti,Stradă Calusarilor,031848
Bucureşti,Bucureşti,Stradă Bistricioara,031849
Bucureşti,Bucureşti,Stradă Sebesana,031851
Bucureşti,Bucureşti,Stradă Lugojana,031852
Bucureşti,Bucureşti,Stradă Lugojana,031853
Bucureşti,Bucureşti,Stradă Lugojana,031854
Bucureşti,Bucureşti,Stradă Lugojana,031855
Bucureşti,Bucureşti,Stradă Lugojana,031856
Bucureşti,Bucureşti,Stradă Stirului,031861
Bucureşti,Bucureşti,Stradă Troscotului,031862
Bucureşti,Bucureşti,Stradă Patlaginei,031863
Bucureşti,Bucureşti,Stradă Pelinului,031864
Bucureşti,Bucureşti,Stradă Vrejului,031865
Bucureşti,Bucureşti,Stradă Vântului,031866
Bucureşti,Bucureşti,Drum Gura Câlnaului,031867
Bucureşti,Bucureşti,Stradă Esarfei,031868
Bucureşti,Bucureşti,Stradă Elinescu Nita,031871
Bucureşti,Bucureşti,Stradă Chiciurei,031872
Bucureşti,Bucureşti,Stradă Stiubei,031873
Bucureşti,Bucureşti,Stradă Doliei,031874
Bucureşti,Bucureşti,"Stradă Mares Scarlat, lt. av.",031875
Bucureşti,Bucureşti,Stradă Voineasa,031876
Bucureşti,Bucureşti,Stradă Drumeagului,031877
Bucureşti,Bucureşti,Stradă Vailor,031878
Bucureşti,Bucureşti,Intrare Vailor,031879
Bucureşti,Bucureşti,Alee Coconi,031881
Bucureşti,Bucureşti,Alee Tândala,031882
Bucureşti,Bucureşti,Alee Pacala,031883
Bucureşti,Bucureşti,Stradă Piscu Rachitei,031884
Bucureşti,Bucureşti,Stradă Drumetului,031891
Bucureşti,Bucureşti,Stradă Discului,031892
Bucureşti,Bucureşti,Stradă Drumul ântre Vii,031893
Bucureşti,Bucureşti,Intrare Detasamentului,031894
Bucureşti,Bucureşti,"Stradă Gheorghiev Vasile, serg.",031895
Bucureşti,Bucureşti,Bulevard Râmnicu Sarat,031911
Bucureşti,Bucureşti,Bulevard Râmnicu Sarat,031912
Bucureşti,Bucureşti,Bulevard Râmnicu Sarat,031913
Bucureşti,Bucureşti,Bulevard Râmnicu Sarat,031914
Bucureşti,Bucureşti,Bulevard Râmnicu Sarat,031915
Bucureşti,Bucureşti,Stradă Baia Mare,031916
Bucureşti,Bucureşti,Stradă Baia Mare,031917
Bucureşti,Bucureşti,Stradă Baia Mare,031918
Bucureşti,Bucureşti,Stradă Tomis,031921
Bucureşti,Bucureşti,Stradă Tomis,031922
Bucureşti,Bucureşti,Stradă Tomis,031923
Bucureşti,Bucureşti,Stradă Tomis,031924
Bucureşti,Bucureşti,Stradă Tudor Gheorghe Bogdan,031925
Bucureşti,Bucureşti,Stradă Tudor Gheorghe Bogdan,031926
Bucureşti,Bucureşti,Stradă Danubiu,031931
Bucureşti,Bucureşti,Stradă Danubiu,031935
Bucureşti,Bucureşti,Stradă Istriei,031941
Bucureşti,Bucureşti,Stradă Istriei,031945
Bucureşti,Bucureşti,Piata Natiunile Unite,040012
Bucureşti,Bucureşti,Piata Regina Maria,040126
Bucureşti,Bucureşti,Cale Serban Voda,040206
Bucureşti,Bucureşti,Cale Serban Voda,040207
Bucureşti,Bucureşti,Cale Serban Voda,040208
Bucureşti,Bucureşti,Cale Serban Voda,040215
Bucureşti,Bucureşti,Cale Serban Voda,040216
Bucureşti,Bucureşti,Cale Serban Voda,040217
Bucureşti,Bucureşti,Cale Serban Voda,040218
Bucureşti,Bucureşti,Cale Serban Voda,040219
Bucureşti,Bucureşti,Cale Serban Voda,040221
Bucureşti,Bucureşti,Cale Serban Voda,040222
Bucureşti,Bucureşti,Cale Serban Voda,040223
Bucureşti,Bucureşti,Stradă Lânariei,040324
Bucureşti,Bucureşti,Stradă Lânariei,040328
Bucureşti,Bucureşti,Stradă Mitropolitul Nifon,040501
Bucureşti,Bucureşti,Stradă Mitropolitul Nifon,040502
Bucureşti,Bucureşti,Stradă Mitropolitul Filaret,040503
Bucureşti,Bucureşti,Stradă Mitropolitul Filaret,040504
Bucureşti,Bucureşti,Stradă Bosianu Constantin,040505
Bucureşti,Bucureşti,Stradă Bosianu Constantin,040506
Bucureşti,Bucureşti,Stradă Liveni,040507
Bucureşti,Bucureşti,Stradă Liveni,040508
Bucureşti,Bucureşti,Stradă Oraseni,040509
Bucureşti,Bucureşti,Stradă Alba,040511
Bucureşti,Bucureşti,Stradă Alba,040512
Bucureşti,Bucureşti,Stradă Gazelei,040513
Bucureşti,Bucureşti,Stradă Gazelei,040514
Bucureşti,Bucureşti,Stradă Slobozia,040521
Bucureşti,Bucureşti,Stradă Slobozia,040522
Bucureşti,Bucureşti,Stradă Slobozia,040523
Bucureşti,Bucureşti,Stradă Slobozia,040524
Bucureşti,Bucureşti,Intrare Slobozia,040525
Bucureşti,Bucureşti,"Stradă Murgoci-Munteanu Gheorghe, prof.",040526
Bucureşti,Bucureşti,"Bulevard Cosbuc George, poet",040531
Bucureşti,Bucureşti,"Bulevard Cosbuc George, poet",040532
Bucureşti,Bucureşti,Piata Libertatii,040541
Bucureşti,Bucureşti,"Stradă Istrati I. Constantin, dr.",040542
Bucureşti,Bucureşti,"Stradă Istrati I. Constantin, dr.",040543
Bucureşti,Bucureşti,"Stradă Istrati I. Constantin, dr.",040544
Bucureşti,Bucureşti,Intrare Caltuna,040545
Bucureşti,Bucureşti,Stradă Xenofon,040546
Bucureşti,Bucureşti,Alee Suter,040547
Bucureşti,Bucureşti,"Stradă Costescu Gheorghe, col.",040548
Bucureşti,Bucureşti,Stradă Lamâitei,040551
Bucureşti,Bucureşti,Stradă Lamâitei,040552
Bucureşti,Bucureşti,Stradă Fabrica de Chibrituri,040553
Bucureşti,Bucureşti,Stradă Fabrica de Chibrituri,040554
Bucureşti,Bucureşti,Piata Gara Filaret,040555
Bucureşti,Bucureşti,"Stradă Ancuta Ilie, serg. maj.",040556
Bucureşti,Bucureşti,Stradă Cutitul de Argint,040557
Bucureşti,Bucureşti,Stradă Cutitul de Argint,040558
Bucureşti,Bucureşti,Stradă Mitropolitul Veniamin Costache,040561
Bucureşti,Bucureşti,Stradă Mitropolitul Veniamin Costache,040562
Bucureşti,Bucureşti,Stradă Mitropolitul Grigore,040563
Bucureşti,Bucureşti,Stradă Mitropolitul Grigore,040564
Bucureşti,Bucureşti,Stradă Mitropolitul Iosif,040565
Bucureşti,Bucureşti,Stradă Mitropolitul Iosif,040566
Bucureşti,Bucureşti,"Stradă Hepites Stefan, ing.",040567
Bucureşti,Bucureşti,"Stradă Hepites Stefan, ing.",040568
Bucureşti,Bucureşti,Stradă Hategana,040571
Bucureşti,Bucureşti,Stradă Hategana,040572
Bucureşti,Bucureşti,Stradă Sulina,040573
Bucureşti,Bucureşti,Stradă Sulina,040574
Bucureşti,Bucureşti,Stradă Sulina,040575
Bucureşti,Bucureşti,Stradă Sulina,040576
Bucureşti,Bucureşti,"Stradă Popescu Candiano, g-ral.",040581
Bucureşti,Bucureşti,"Stradă Popescu Candiano, g-ral.",040582
Bucureşti,Bucureşti,"Stradă Popescu Candiano, g-ral.",040583
Bucureşti,Bucureşti,Stradă Frigului,040584
Bucureşti,Bucureşti,Stradă Borodesti,040585
Bucureşti,Bucureşti,"Stradă Haralambie Nicolae, g-ral",040586
Bucureşti,Bucureşti,"Stradă Haralambie Nicolae, g-ral",040587
Bucureşti,Bucureşti,"Stradă Simion Stefan, sold.",040588
Bucureşti,Bucureşti,"Stradă Simion Stefan, sold.",040589
Bucureşti,Bucureşti,Stradă Nicopole,040591
Bucureşti,Bucureşti,"Stradă Lupu Gheorghe, g-ral.",040592
Bucureşti,Bucureşti,"Stradă Cerchez C. Mihail, g-ral.",040593
Bucureşti,Bucureşti,Stradă Muguras,040594
Bucureşti,Bucureşti,"Stradă Serban Ilie, sold.",040595
Bucureşti,Bucureşti,Cale Rahovei,040022
Bucureşti,Bucureşti,Splai Independentei,040011
Bucureşti,Bucureşti,Cale Rahovei,040021
Bucureşti,Bucureşti,Cale Rahovei,040023
Bucureşti,Bucureşti,Stradă Sfintii Apostoli,040091
Bucureşti,Bucureşti,Bulevard Unirii,040101
Bucureşti,Bucureşti,Bulevard Unirii,040102
Bucureşti,Bucureşti,Bulevard Unirii,040103
Bucureşti,Bucureşti,Bulevard Unirii,040104
Bucureşti,Bucureşti,Bulevard Unirii,040105
Bucureşti,Bucureşti,Bulevard Unirii,040106
Bucureşti,Bucureşti,Bulevard Unirii,040107
Bucureşti,Bucureşti,Stradă Mitropolit Antim Ivireanu,040111
Bucureşti,Bucureşti,Stradă Mitropolit Antim Ivireanu,040112
Bucureşti,Bucureşti,Intrare Mitropolit Antim Ivireanu,040113
Bucureşti,Bucureşti,Bulevard Libertatii,040127
Bucureşti,Bucureşti,Bulevard Libertatii,040128
Bucureşti,Bucureşti,Bulevard Libertatii,040129
Bucureşti,Bucureşti,Splai Unirii,040031
Bucureşti,Bucureşti,Splai Unirii,040032
Bucureşti,Bucureşti,Splai Unirii,040033
Bucureşti,Bucureşti,Splai Unirii,040034
Bucureşti,Bucureşti,Splai Unirii,040035
Bucureşti,Bucureşti,Splai Unirii,040036
Bucureşti,Bucureşti,Splai Unirii,040037
Bucureşti,Bucureşti,Splai Unirii,040038
Bucureşti,Bucureşti,Splai Unirii,040039
Bucureşti,Bucureşti,Splai Unirii,040041
Bucureşti,Bucureşti,Splai Unirii,040042
Bucureşti,Bucureşti,Cale Vacaresti,040051
Bucureşti,Bucureşti,Cale Vacaresti,040052
Bucureşti,Bucureşti,Cale Vacaresti,040053
Bucureşti,Bucureşti,Cale Vacaresti,040054
Bucureşti,Bucureşti,Cale Vacaresti,040056
Bucureşti,Bucureşti,Cale Vacaresti,040057
Bucureşti,Bucureşti,Cale Vacaresti,040058
Bucureşti,Bucureşti,Cale Vacaresti,040059
Bucureşti,Bucureşti,Cale Vacaresti,040061
Bucureşti,Bucureşti,Cale Vacaresti,040062
Bucureşti,Bucureşti,Cale Vacaresti,040063
Bucureşti,Bucureşti,Intrare Vacaresti,040072
Bucureşti,Bucureşti,"Stradă Poenaru Bordea, col.",040092
Bucureşti,Bucureşti,"Stradă Poenaru Bordea, col.",040093
Bucureşti,Bucureşti,"Stradă Poenaru Bordea, col.",040094
Bucureşti,Bucureşti,Stradă Danielopol Gheorghe,040095
Bucureşti,Bucureşti,Stradă Palatul Justitiei,040096
Bucureşti,Bucureşti,Stradă Sfântul Ilie,040114
Bucureşti,Bucureşti,Stradă Silvestri Constantin,040115
Bucureşti,Bucureşti,Stradă Justitiei,040116
Bucureşti,Bucureşti,Stradă Justitiei,040117
Bucureşti,Bucureşti,Stradă Justitiei,040118
Bucureşti,Bucureşti,Stradă Justitiei,040119
Bucureşti,Bucureşti,Bulevard Regina Maria,040121
Bucureşti,Bucureşti,Bulevard Regina Maria,040122
Bucureşti,Bucureşti,Bulevard Regina Maria,040123
Bucureşti,Bucureşti,Bulevard Regina Maria,040124
Bucureşti,Bucureşti,Bulevard Regina Maria,040125
Bucureşti,Bucureşti,Cale Georgescu George,040131
Bucureşti,Bucureşti,Cale Georgescu George,040132
Bucureşti,Bucureşti,Cale Georgescu George,040133
Bucureşti,Bucureşti,Cale Georgescu George,040134
Bucureşti,Bucureşti,Intrare Moroiu Eliza,040135
Bucureşti,Bucureşti,Stradă Tismana,040136
Bucureşti,Bucureşti,Stradă Gladiolelor,040141
Bucureşti,Bucureşti,Stradă Gladiolelor,040142
Bucureşti,Bucureşti,Stradă Gladiolelor,040143
Bucureşti,Bucureşti,Stradă Gladiolelor,040144
Bucureşti,Bucureşti,Stradă Gladiolelor,040145
Bucureşti,Bucureşti,Stradă Gladiolelor,040146
Bucureşti,Bucureşti,Stradă Poiana Florilor,040147
Bucureşti,Bucureşti,Stradă Bibescu Voda,040151
Bucureşti,Bucureşti,Stradă Bibescu Voda,040152
Bucureşti,Bucureşti,Intrare Bibescu Voda,040153
Bucureşti,Bucureşti,Stradă Sfânta Ecaterina,040154
Bucureşti,Bucureşti,Stradă Sfânta Ecaterina,040155
Bucureşti,Bucureşti,Stradă Profesorilor,040156
Bucureşti,Bucureşti,Stradă Vacarescu Ienachita,040157
Bucureşti,Bucureşti,Stradă Patriarhiei,040161
Bucureşti,Bucureşti,"Intrare Miron Cristea, mitropolit",040162
Bucureşti,Bucureşti,Alee Dealul Mitropoliei,040163
Bucureşti,Bucureşti,Stradă Principatele Unite,040164
Bucureşti,Bucureşti,Stradă Principatele Unite,040165
Bucureşti,Bucureşti,Stradă Titus,040166
Bucureşti,Bucureşti,Stradă 11 Iunie,040171
Bucureşti,Bucureşti,Stradă 11 Iunie,040172
Bucureşti,Bucureşti,Intrare Ovidiu,040173
Bucureşti,Bucureşti,"Stradă Preotescu Gheorghe, cpt.",040174
Bucureşti,Bucureşti,"Stradă Preotescu Gheorghe, cpt.",040175
Bucureşti,Bucureşti,"Intrare Preotescu Gheorghe, cpt.",040176
Bucureşti,Bucureşti,Intrare Dragusa,040177
Bucureşti,Bucureşti,Stradă Ipotesti,040178
Bucureşti,Bucureşti,Stradă Deceneu,040179
Bucureşti,Bucureşti,Stradă Cornelia,040181
Bucureşti,Bucureşti,Stradă Gramont,040182
Bucureşti,Bucureşti,Stradă Episcopul Chesarie,040183
Bucureşti,Bucureşti,"Stradă Vasilescu G. Mircea Mihail, cpt.",040184
Bucureşti,Bucureşti,Stradă Chindiei,040185
Bucureşti,Bucureşti,Stradă Muzelor,040191
Bucureşti,Bucureşti,"Stradă Budai-Deleanu Ioan, scriitor",040192
Bucureşti,Bucureşti,Stradă Concordiei,040193
Bucureşti,Bucureşti,Piata Concordiei,040194
Bucureşti,Bucureşti,Stradă Petru Cercel,040195
Bucureşti,Bucureşti,Stradă Olimpului,040196
Bucureşti,Bucureşti,Stradă Olimpului,040197
Bucureşti,Bucureşti,Stradă Olimpului,040198
Bucureşti,Bucureşti,Stradă Olimpului,040199
Bucureşti,Bucureşti,Cale Serban Voda,040201
Bucureşti,Bucureşti,Cale Serban Voda,040202
Bucureşti,Bucureşti,Cale Serban Voda,040203
Bucureşti,Bucureşti,Cale Serban Voda,040204
Bucureşti,Bucureşti,Cale Serban Voda,040205
Bucureşti,Bucureşti,Cale Serban Voda,040211
Bucureşti,Bucureşti,Cale Serban Voda,040212
Bucureşti,Bucureşti,Cale Serban Voda,040213
Bucureşti,Bucureşti,Cale Serban Voda,040214
Bucureşti,Bucureşti,Bulevard Cantemir Dimitrie,040231
Bucureşti,Bucureşti,Bulevard Cantemir Dimitrie,040232
Bucureşti,Bucureşti,Bulevard Cantemir Dimitrie,040233
Bucureşti,Bucureşti,Bulevard Cantemir Dimitrie,040234
Bucureşti,Bucureşti,Bulevard Cantemir Dimitrie,040235
Bucureşti,Bucureşti,Bulevard Cantemir Dimitrie,040236
Bucureşti,Bucureşti,Bulevard Cantemir Dimitrie,040237
Bucureşti,Bucureşti,Bulevard Cantemir Dimitrie,040238
Bucureşti,Bucureşti,Bulevard Cantemir Dimitrie,040241
Bucureşti,Bucureşti,Bulevard Cantemir Dimitrie,040242
Bucureşti,Bucureşti,Bulevard Cantemir Dimitrie,040243
Bucureşti,Bucureşti,Bulevard Cantemir Dimitrie,040244
Bucureşti,Bucureşti,Bulevard Cantemir Dimitrie,040245
Bucureşti,Bucureşti,Stradă Puscariu Ion,040246
Bucureşti,Bucureşti,Stradă Vuetului,040247
Bucureşti,Bucureşti,Bulevard Marasesti,040251
Bucureşti,Bucureşti,Bulevard Marasesti,040252
Bucureşti,Bucureşti,Bulevard Marasesti,040253
Bucureşti,Bucureşti,Bulevard Marasesti,040254
Bucureşti,Bucureşti,Bulevard Marasesti,040255
Bucureşti,Bucureşti,Bulevard Marasesti,040256
Bucureşti,Bucureşti,Stradă Cucuzel Ioan,040257
Bucureşti,Bucureşti,Stradă Domnita Florica,040261
Bucureşti,Bucureşti,Stradă Bardului,040262
Bucureşti,Bucureşti,Stradă Poterasi,040263
Bucureşti,Bucureşti,Stradă Poterasi,040264
Bucureşti,Bucureşti,Stradă Poterasi,040265
Bucureşti,Bucureşti,Stradă Poterasi,040266
Bucureşti,Bucureşti,Stradă Spineni,040267
Bucureşti,Bucureşti,Stradă Prescurea Valerian,040268
Bucureşti,Bucureşti,Stradă Biserica Alexe,040269
Bucureşti,Bucureşti,Stradă Ciobanu Mircea,040271
Bucureşti,Bucureşti,Stradă Radu Voda,040272
Bucureşti,Bucureşti,Stradă Radu Voda,040273
Bucureşti,Bucureşti,Stradă Radu Voda,040274
Bucureşti,Bucureşti,Stradă Radu Voda,040275
Bucureşti,Bucureşti,Stradă Mihnea Voda,040276
Bucureşti,Bucureşti,Stradă Crisului,040277
Bucureşti,Bucureşti,Stradă Oitelor,040278
Bucureşti,Bucureşti,Stradă Cuza Voda,040281
Bucureşti,Bucureşti,Stradă Cuza Voda,040282
Bucureşti,Bucureşti,Stradă Cuza Voda,040283
Bucureşti,Bucureşti,Stradă Cuza Voda,040284
Bucureşti,Bucureşti,Stradă Cuza Voda,040285
Bucureşti,Bucureşti,Stradă Cuza Voda,040286
Bucureşti,Bucureşti,Stradă Balasanu Alexandru,040287
Bucureşti,Bucureşti,Stradă Leon Voda,040288
Bucureşti,Bucureşti,Stradă Andersen Hans Christian,040289
Bucureşti,Bucureşti,Piata Bucur,040291
Bucureşti,Bucureşti,Stradă Bucur,040292
Bucureşti,Bucureşti,Intrare Miului,040293
Bucureşti,Bucureşti,Stradă ântre Gârle,040294
Bucureşti,Bucureşti,Intrare Nestorel,040295
Bucureşti,Bucureşti,Intrare Pielari,040296
Bucureşti,Bucureşti,Stradă Tabacarilor,040297
Bucureşti,Bucureşti,Stradă Tabacarilor,040298
Bucureşti,Bucureşti,Stradă Verzisori,040301
Bucureşti,Bucureşti,Stradă Avalansei,040302
Bucureşti,Bucureşti,Stradă Avalansei,040303
Bucureşti,Bucureşti,Stradă Avalansei,040304
Bucureşti,Bucureşti,Stradă Avalansei,040305
Bucureşti,Bucureşti,Intrare Albilitei,040306
Bucureşti,Bucureşti,"Stradă Boroczin, mr.",040307
Bucureşti,Bucureşti,Stradă Liciu Petre,040308
Bucureşti,Bucureşti,Stradă Romanescu Aristizza,040309
Bucureşti,Bucureşti,Bulevard Sincai Gheorghe,040311
Bucureşti,Bucureşti,Bulevard Sincai Gheorghe,040312
Bucureşti,Bucureşti,Bulevard Sincai Gheorghe,040313
Bucureşti,Bucureşti,Bulevard Sincai Gheorghe,040314
Bucureşti,Bucureşti,Bulevard Sincai Gheorghe,040315
Bucureşti,Bucureşti,Bulevard Sincai Gheorghe,040316
Bucureşti,Bucureşti,Bulevard Sincai Gheorghe,040317
Bucureşti,Bucureşti,Stradă Lânariei,040321
Bucureşti,Bucureşti,Stradă Lânariei,040322
Bucureşti,Bucureşti,Stradă Lânariei,040323
Bucureşti,Bucureşti,Stradă Lânariei,040325
Bucureşti,Bucureşti,Stradă Lânariei,040326
Bucureşti,Bucureşti,Stradă Lânariei,040327
Bucureşti,Bucureşti,Stradă Cuza Elena,040331
Bucureşti,Bucureşti,Stradă Roata Ion,040332
Bucureşti,Bucureşti,Stradă Tunului,040333
Bucureşti,Bucureşti,Stradă Vitejescu,040334
Bucureşti,Bucureşti,Stradă Radauti,040335
Bucureşti,Bucureşti,Stradă Radulescu Drumea,040336
Bucureşti,Bucureşti,Stradă Diditel,040337
Bucureşti,Bucureşti,Bulevard Tineretului,040341
Bucureşti,Bucureşti,Bulevard Tineretului,040342
Bucureşti,Bucureşti,Bulevard Tineretului,040343
Bucureşti,Bucureşti,Bulevard Tineretului,040344
Bucureşti,Bucureşti,Bulevard Tineretului,040345
Bucureşti,Bucureşti,Bulevard Tineretului,040346
Bucureşti,Bucureşti,Bulevard Tineretului,040347
Bucureşti,Bucureşti,Bulevard Tineretului,040348
Bucureşti,Bucureşti,Bulevard Tineretului,040349
Bucureşti,Bucureşti,Bulevard Tineretului,040351
Bucureşti,Bucureşti,Bulevard Tineretului,040352
Bucureşti,Bucureşti,Bulevard Tineretului,040353
Bucureşti,Bucureşti,Cale Piscului,040354
Bucureşti,Bucureşti,Stradă Radulescu-Motru Constantin,040361
Bucureşti,Bucureşti,Stradă Radulescu-Motru Constantin,040362
Bucureşti,Bucureşti,Stradă Radulescu-Motru Constantin,040363
Bucureşti,Bucureşti,Stradă Radulescu-Motru Constantin,040364
Bucureşti,Bucureşti,Stradă Radulescu-Motru Constantin,040365
Bucureşti,Bucureşti,Stradă Radulescu-Motru Constantin,040366
Bucureşti,Bucureşti,Stradă Mocancutei,040367
Bucureşti,Bucureşti,Stradă Trestiana,040371
Bucureşti,Bucureşti,Stradă Trestiana,040372
Bucureşti,Bucureşti,Stradă Trestiana,040373
Bucureşti,Bucureşti,Stradă Trestiana,040374
Bucureşti,Bucureşti,Stradă Trestiana,040375
Bucureşti,Bucureşti,Stradă Trestiana,040376
Bucureşti,Bucureşti,Alee Trestiana,040377
Bucureşti,Bucureşti,Alee Trestiana,040378
Bucureşti,Bucureşti,Stradă Tohani,040381
Bucureşti,Bucureşti,Stradă Tohani,040382
Bucureşti,Bucureşti,Alee Tohani,040383
Bucureşti,Bucureşti,Stradă Poenari,040384
Bucureşti,Bucureşti,Stradă Poenari,040385
Bucureşti,Bucureşti,Alee Poenari,040386
Bucureşti,Bucureşti,Stradă Visana,040391
Bucureşti,Bucureşti,Stradă Visana,040392
Bucureşti,Bucureşti,Stradă Visana,040393
Bucureşti,Bucureşti,Stradă Visana,040394
Bucureşti,Bucureşti,Stradă Visana,040395
Bucureşti,Bucureşti,Alee Visana,040396
Bucureşti,Bucureşti,Stradă Piscului,040401
Bucureşti,Bucureşti,Stradă Piscului,040402
Bucureşti,Bucureşti,Stradă Piscului,040403
Bucureşti,Bucureşti,Stradă Piscului,040404
Bucureşti,Bucureşti,Stradă Piscului,040405
Bucureşti,Bucureşti,Stradă Piscului,040406
Bucureşti,Bucureşti,Stradă Caramidarii de Jos,040407
Bucureşti,Bucureşti,Stradă Caramidarii de Jos,040408
Bucureşti,Bucureşti,Stradă Caramidarii de Jos,040409
Bucureşti,Bucureşti,Stradă Baladei,040411
Bucureşti,Bucureşti,Stradă Baladei,040412
Bucureşti,Bucureşti,Alee Livada cu Duzi,040413
Bucureşti,Bucureşti,Bulevard Abatorului,040414
Bucureşti,Bucureşti,Bulevard Abatorului,040415
Bucureşti,Bucureşti,Stradă Borcea,040421
Bucureşti,Bucureşti,Stradă Ruginoasa,040422
Bucureşti,Bucureşti,Stradă Tanase Maria,040423
Bucureşti,Bucureşti,Stradă Tanase Maria,040424
Bucureşti,Bucureşti,Stradă Viorele,040425
Bucureşti,Bucureşti,Stradă Viorele,040426
Bucureşti,Bucureşti,Stradă Viorele,040427
Bucureşti,Bucureşti,Stradă Viorele,040428
Bucureşti,Bucureşti,Stradă Viorele,040429
Bucureşti,Bucureşti,Stradă Albinelor,040431
Bucureşti,Bucureşti,Stradă Stanciu V. V.,040432
Bucureşti,Bucureşti,Stradă Stanciu V. V.,040433
Bucureşti,Bucureşti,Stradă Stanciu V. V.,040434
Bucureşti,Bucureşti,Stradă Stanciu V. V.,040435
Bucureşti,Bucureşti,Stradă Sibiel,040436
Bucureşti,Bucureşti,Stradă Sibiel,040437
Bucureşti,Bucureşti,Alee Zânelor,040438
Bucureşti,Bucureşti,Intrare Bologa,040439
Bucureşti,Bucureşti,Stradă Dâmbovnicului,040441
Bucureşti,Bucureşti,Stradă Plugarilor,040442
Bucureşti,Bucureşti,Stradă Plugarilor,040443
Bucureşti,Bucureşti,Alee Bran,040444
Bucureşti,Bucureşti,Cale Vacaresti,040055
Bucureşti,Bucureşti,Cale Vacaresti,040064
Bucureşti,Bucureşti,Cale Vacaresti,040065
Bucureşti,Bucureşti,Cale Vacaresti,040066
Bucureşti,Bucureşti,Cale Vacaresti,040067
Bucureşti,Bucureşti,Cale Vacaresti,040068
Bucureşti,Bucureşti,Cale Vacaresti,040069
Bucureşti,Bucureşti,Cale Vacaresti,040071
Bucureşti,Bucureşti,Stradă Militaru Stoian,040711
Bucureşti,Bucureşti,Stradă Militaru Stoian,040712
Bucureşti,Bucureşti,Stradă Militaru Stoian,040716
Bucureşti,Bucureşti,Stradă Militaru Stoian,040717
Bucureşti,Bucureşti,Stradă Fratii Fagarasanu,040732
Bucureşti,Bucureşti,Stradă Fratii Fagarasanu,040734
Bucureşti,Bucureşti,Stradă Alunisului,040741
Bucureşti,Bucureşti,Stradă Alunisului,040742
Bucureşti,Bucureşti,Stradă Alunisului,040743
Bucureşti,Bucureşti,Stradă Alunisului,040745
Bucureşti,Bucureşti,Stradă Alunisului,040746
Bucureşti,Bucureşti,Stradă Alunisului,040747
Bucureşti,Bucureşti,Stradă Pridvorului,041201
Bucureşti,Bucureşti,Stradă Pridvorului,041202
Bucureşti,Bucureşti,Stradă Pridvorului,041203
Bucureşti,Bucureşti,Stradă Pridvorului,041204
Bucureşti,Bucureşti,Stradă Turlei,041205
Bucureşti,Bucureşti,Stradă Stamate Costache,041206
Bucureşti,Bucureşti,Intrare Bogza,041207
Bucureşti,Bucureşti,Intrare Cerealelor,041208
Bucureşti,Bucureşti,Intrare Tamadau,041209
Bucureşti,Bucureşti,Stradă Gladita,041211
Bucureşti,Bucureşti,Intrare Ciorogârla,041212
Bucureşti,Bucureşti,Intrare Bod,041213
Bucureşti,Bucureşti,Stradă Povestei,041214
Bucureşti,Bucureşti,Intrare Povestei,041215
Bucureşti,Bucureşti,Intrare Belciugatele,041216
Bucureşti,Bucureşti,Intrare Obstacolului,041217
Bucureşti,Bucureşti,Stradă Inelus,041218
Bucureşti,Bucureşti,Intrare Gâsea,041219
Bucureşti,Bucureşti,"Intrare Ilie Nicolae, serg. maj.",041221
Bucureşti,Bucureşti,Stradă Ungra,041222
Bucureşti,Bucureşti,"Stradă Ion G. Ioan, sold.",041223
Bucureşti,Bucureşti,"Intrare Ion G. Ioan, sold.",041224
Bucureşti,Bucureşti,Stradă Sezatoarei,041225
Bucureşti,Bucureşti,Intrare Vicsani,041226
Bucureşti,Bucureşti,"Stradă Gheorghe Vasile, cap.",041227
Bucureşti,Bucureşti,Stradă Seica,041228
Bucureşti,Bucureşti,"Intrare Brujba Ion, serg.",041229
Bucureşti,Bucureşti,"Stradă Rusu Olteanu, cap.",041231
